name,Email,Birthday,Nationality,Classification,PhoneNumber,Major,Gender,Department,Interest
jHgrMLKBcHUhsfn,RFfEWtOEvQucISK,lthBuLMOSMdChBe,PKAOPtTjtppQgFz,oTJVNSBWStJFNbe,rJnoMGmEEZdtIDs,fFtvgOXaajmLQzg,Female,Female,Not important,Business,Honors College;Fine Arts,Very important,2,3,Not important
TzYIaUTcsbQkAoS,thmvofYTkGBgAjO,xxEwNnTXsxZpjXm,bEpuCnwyxZywMyW,AExIcMcYtOGiDvT,YqFiyhCjwQELKwN,UkNgZqzdBatFpCx,Male,Male;Female,Very important,Nursing & Health Sciences,Education;Nursing & Health Sciences;Science & Engineering;Honors College,Not important,3,1,Not important
lxCEjqXtaJnMHaG,NSnUGJIIFPOIqhH,gANfxAnsRrRpPtt,nZaukPkLLobAyEc,EtxOIQQSePLZbWh,tZzKvoHfbWFcKAz,sbQarjjTKrnzCHq,Female,Male;Female,Very important,Fine Arts,Honors College;Communication,Not important,2,3,Not important
GWmBaWcIUnARHHk,ZumejObeTxQhUCz,sxwmRQYqCCHjDVb,XIytyITpQowmHKD,iIldYodBLDtRqkZ,HbpiBTTbQkVdqKT,dvYQGmLxkQVRsUA,Male,Male;Female,Somewhat important,Honors College,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Somewhat important,2,4,Somewhat important
OcNYkpriJMArUOi,ELUzgrQenCLmoOq,CWmCZFJBDAgVntj,bSJUPTXWWsvTFnU,xAixFOQaTkROElp,bfFiPNUXhQFFucG,ZHLAVHRcXNPktlq,Male,Male;Female,Very important,Honors College,Liberal Arts;Honors College;Communication,Not important,1,2,Somewhat important
tgXdzbMjqgpawGQ,nUHcocwTphvvrbL,WeORvOgLHVaTZcV,EMDdWWZiJaXVtKz,MwrimJdEtRUswqv,IZTtEarbJsyzROB,FZfsuCbLJMiqnEi,Male,Male;Female,Very important,Business,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Fine Arts,Somewhat important,3,2,Not important
vCeRVMgxDQRZOIm,OlhgSamnMcHYPjs,FIfcFqLHcKkJNHp,VkWikspsEWctSPt,PLAGsTevscQtoHM,eSRkEQRfuWqEKqT,moklOUKzuWlsJMt,Male,Male;Female,Not important,Fine Arts,Science & Engineering,Not important,4,4,Very important
SbPocLljdbOLMjX,IeUxwqwToNKhcEB,gyAMVxLGVLstHXy,sCiZmZSQCSwoaSS,ziYKUtpCSjMASGR,nKxKJurzvDkWbOW,etfvtLyHHvTDaQU,Male,Male;Female,Not important,Science & Engineering,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Not important,1,3,Not important
THpojhiJMbKLOTa,JXDBretezkStbAp,YGRsYugDheILEzf,HJOHqjWUrAvuLel,gmGVvHiwNMtxxvS,lATziYXKxkLLPkg,iCbCgLzfVWVljzq,Female,Male;Female,Somewhat important,Honors College,Nursing & Health Sciences;Fine Arts,Very important,1,3,Not important
hTkJzxDtsnFbMil,OVDgNHLBvbaMldw,FZUQIhKHIENIYjU,jQxWOPVREAaVILs,PNxCwupWtGGkZOo,LvtnSpoGzNtCHkC,YYuccGYMXmTXWzl,Female,Male;Female,Not important,Liberal Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business,Not important,3,2,Not important
