name,Email,Birthday,Nationality,Classification,PhoneNumber,Major,Gender,Department,Interest
cIFTFyrDrTRgSxB,VRhfjWJycVudzzn,ZEZoGkkfrMdvXgL,MGtFuMmperysWPT,utpoBOHteoHibzg,BetjEvLsTMathWO,VUxSfgCuhXfAVAG,Male,Male;Female,Somewhat important,Fine Arts,Liberal Arts;Education;Science & Engineering;Fine Arts,Somewhat important,2,3,Not important
mdJBjXqDyNAzIHR,KRFtWUuoAbQSZYZ,RxPanpyqSegtNqN,hjgXPxfBWNNfcAu,xIvTlblfLjEHdhV,KzTEZyosFgjgOJT,APdnpNLdyNUjYAg,Female,Male,Somewhat important,Education,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Very important,4,3,Very important
vWDCeCPnRGGSKYE,NvnrMvjcuLculBp,PQiDdXJjqjtezYk,IbsWcRVywwbZbJD,mLpnqEjPhSIfdzg,gDHsjtjNkfVFvjV,mcVMmmAfwebYkRQ,Female,Male;Female,Not important,Honors College,Nursing & Health Sciences;Science & Engineering;Communication,Not important,2,3,Not important
muxtJwrfsyPydxi,tSJGuMQnbFYTFha,OvGsqCCpjqWSTEL,CQRiZYstXieNBnk,NkSLaLbECZqOclY,iXcKPluUWjUrsJu,jJwtUbFJBhJNBvi,Male,Female,Very important,Education,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Business;Communication,Not important,3,3,Not important
plhkUQspZOWYxEX,bQxwKYQekFhrhes,IkSPuQaalzPlhZZ,OxfQcpeVWKqtrhx,zMykdoQoTyTfQAc,KvTAGolJcZmIQvA,BiGgrKDZExzRjeP,Female,Male;Female,Somewhat important,Honors College,Nursing & Health Sciences;Fine Arts;Business,Not important,2,4,Somewhat important
OEQicIAVwWluwLR,vCsZNMCleGibyEA,cGsHJEKhSWIdmwK,GJkgOFErVJkzttJ,EkJQRhgtiafutbs,bldNLDVhGGysZJU,sIjWbcfDXZbLGmb,Male,Female,Not important,Science & Engineering,Education;Nursing & Health Sciences;Honors College,Not important,1,3,Very important
qhXirRctWgnsSba,yyWUHiGEMpdgwkr,vkEHkXLprpiMMQF,IaQsuPxkBJBpRnF,NXYMUhxaIHLuTAp,nBJkxfaVrcaPKep,HJOfRcDLQiWRIVU,Male,Male;Female,Somewhat important,Education,Liberal Arts;Education;Honors College;Communication,Not important,3,3,Somewhat important
zsEynyKESoFTgNU,SxOdqKdUxDibbJJ,luUGMufDBuyJtpm,YZlQOfsbyUvvASq,BLkcdxmLknijDvM,GMWnCgFAxtUsNCL,NYkubcThrZlFVYi,Male,Male;Female,Not important,Honors College,Science & Engineering;Honors College;Communication,Very important,4,2,Not important
ihcrRGKNxMoTILo,bOfVoSKyQiZmqbl,MaaKZiRxlJWhwcw,MvmDgIPPvmuKTGx,lzHPFAYeDBQfApU,LkjMKEGoGtfQdfJ,AnELejCwTQfhwNH,Male,Male;Female,Not important,Liberal Arts,Liberal Arts;Education;Science & Engineering;Honors College;Fine Arts;Business,Somewhat important,4,3,Not important
dJlKVCkohCLGXKM,tJcwsdgvPJBEeeH,bAxJmuAMLoQFVdc,MwbUskiEzEaiwSh,mMpTHhjixljornf,bOdvFnsQKCffjyK,NwuiCMWPofzHVTS,Male,Female,Not important,Fine Arts,Liberal Arts;Nursing & Health Sciences;Business,Very important,4,3,Very important
