vFuYEnDGqtaXYQx,ahdnnwDEVxNUVva,JYnYmwFQcFPDvOh,TceDYRgzfPBJAoX,vTOQIcTTuEnGzGs,JRcRbhfLXbmJmDW,YgZTllEPRhWLrbA,Female,Female,Very important,Liberal Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business,Very important,1,3,Not important
lkjIHaMRfymyvlN,WUviDSefXVsSXAk,DrkXtWStDQQBhYc,lxPoRTaVmVcfaRY,RAXQHsHkTvhfPhG,kKkbIlCVKQzHCnl,gEpTbKvhOrlWKXh,Male,Male;Female,Very important,Nursing & Health Sciences,Liberal Arts;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Not important,2,1,Very important
vncncigPfggnuMY,UvONYUeOmSPvqtz,baEoxBKKeBZSyYl,FrUzlQalQqPGOSc,xguQmsvAUjxTgyP,kQiONXfNPtVLJuA,ACPKFDwaYGgvBfy,Female,Male;Female,Very important,Communication,Liberal Arts;Science & Engineering;Fine Arts;Communication,Not important,2,4,Very important
GGCUyzwBklMrIwn,BDxOktaROLCHghu,sniktjboPBbLTwN,MElnzcpaKKXiIQx,QJdSJJhRwNDBfyV,svIsqRMgWpliAVU,ToxIbRtjlpaGDqF,Female,Female,Not important,Science & Engineering,Liberal Arts;Nursing & Health Sciences;Business,Somewhat important,1,1,Very important
jJLOJQRIlqEaBRQ,sJoUnPbMPajPjCt,WZkUDVtDZEwxEJN,GbIurflnFIXvIaY,ynrIklJqywezXzu,EaddgzzssWNhSLl,jZNqDnQYljajwUR,Male,Male;Female,Not important,Liberal Arts,Education;Honors College;Business,Somewhat important,2,4,Very important
qKAOKSUSnZWJOHT,GHPzBGzHhEYsZXh,wkqBcUPHyeMPYWk,fiFjfnUMiaVQBqO,RsIPRnhRRxUkNbj,GVtCWOHxLelXzBs,kJBtCbLiuPlvEmx,Male,Male;Female,Very important,Education,Communication,Very important,3,1,Very important
adyltyxreovmnez,QFLaaPwEhxbMIdc,SDnMtumWFNNNqAI,zJkCPmYmeJVDbjS,fRyhTiKKVkJclQj,hGQWpumGZTecMNf,csCnBNtkeXFGssV,Male,Male;Female,Not important,Nursing & Health Sciences,Liberal Arts;Honors College,Not important,4,2,Not important
WBlgpeHkThLEjPE,sSvfxrVxdsEzqwJ,zgNADATUzixWpET,kUudhXNHushIRud,zLnHLBAHOnwpDdD,ffuBaQzllXdPqdA,IMhyuJvTIrtLJgg,Female,Male;Female,Not important,Communication,Education,Very important,2,2,Somewhat important
jdvOSHhVGTDWNBD,bJHqKTwLkoAMeFy,SknTulzSBFIaizW,CrvoVaVORltqDmk,IhNDFkGQoqGarms,CfRVlBURSEcXiph,SLFkuPxMTuquBwG,Male,Male,Very important,Fine Arts,Education;Nursing & Health Sciences,Very important,3,2,Very important
djsoRrlFENdwnbT,zPKdMbNHqFROFsB,xqqvDHwSpGTQqKZ,foflOvaeVzzslhq,ngTrfTMPJvQeLJb,qCrDdQlkYMFaITw,HzDtVkENsceifpV,Female,Female,Somewhat important,Education,Fine Arts,Somewhat important,2,4,Very important
