name,Email,Birthday,Nationality,Classification,PhoneNumber,Major,Gender,Department,Interest
sNsGVUPGvxrlzJv,lyZlKquluPCLAgF,irSpSaJqxoqvzma,MgHVEoTmlHBOphL,HTaeXkiOKkWDLSL,YpLsGuyuHqUHMFZ,BOaNJPPRzRxQvaz,Female,Male,Not important,Nursing & Health Sciences,Liberal Arts;Nursing & Health Sciences;Honors College;Fine Arts;Business;Communication,Very important,4,4,Very important
omfEPPBxAjEkRrO,mmhszAAXnNfRGHW,pAxfNyTtJsqlESg,HICXRGLNiPhSNaN,zZIoLNPTNqShnYo,JspPuwgizphKfkA,BBzSYEaYAZfeJgC,Male,Female,Very important,Business,Education;Fine Arts,Very important,2,2,Very important
DJmXrgnyrZEJEuJ,SNTyhqULMRdyIVc,AkOSQxQQnoJosCR,VljuQbSQPJiQYvf,ScYJKzmoYxIYmTZ,UkRnIwjjNeTBaET,AmmyUvvlCGUNYhQ,Male,Male,Not important,Honors College,Liberal Arts;Nursing & Health Sciences;Business,Very important,4,4,Very important
keRwHAIbpnutUMM,THgZkUVBGDkSAcu,ObgcgKuhMLtUYlH,SVMZJxhfpkVpQUm,NuQaoXEPUoiMfcN,jtwHDPWkoZAPiTd,lwfJZPEGItPELtg,Female,Male,Somewhat important,Nursing & Health Sciences,Education;Honors College;Communication,Not important,4,1,Somewhat important
LILCEVmNiTwYKPX,EtDYGrPVodSkukk,ZseHRGFPpIqfkEZ,UcFYoeaiWdOyAgk,fQoXGivtwvHiPsM,uVXQAzfLCMGqJFf,rEwEejYZaRbudtI,Male,Female,Very important,Liberal Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Fine Arts,Very important,3,1,Not important
jvEOUOxIcgYQhfS,tvPenOqRUKuLpOa,QSDdBCbJsMhCbSL,llCicuAJJctcYEa,FfUUNrzknfkLrrE,HWYtmfiyYsMkjjs,LSlIfQvBbasmfUB,Female,Male;Female,Not important,Business,Nursing & Health Sciences;Communication,Not important,4,2,Not important
hqZzUovganMOxJp,YtseahnzUKeDMxt,rJaIFznVAyidtgy,DdJHNPAokaIysmi,QxkGPSfyZHKHXHZ,ZxiyqihjCcexrtw,owcXoFmjWoxvuHR,Male,Male;Female,Somewhat important,Liberal Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts,Very important,1,2,Not important
GujfEXFhaxsQxdG,lvEMdmnSwGwyzNm,vAwBoxxvGTlRlsx,TMpnJdlEBBkJXiX,jrluAsWvtoFRbyp,KrjDbmVfFnbviDs,YKFEnYlWNSsdEWJ,Female,Male,Very important,Honors College,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Not important,3,3,Somewhat important
TonTvEFxAplRCfQ,yrMoEDQmBraYGKH,OMRXPQwemwbsshk,oQSQDNGXYAljvlU,KSfELXNfycfJhnb,sjdDJgGAvhiQiJu,jxPKdnQfNhVyJMB,Male,Male;Female,Very important,Honors College,Liberal Arts;Education,Very important,4,1,Very important
hwWJAQkwriBYHMM,kUYdtANjJcKVxxU,cFTxWHMptxVoyDZ,GzalqecUEeiqriy,kIPCLlsDRUhwqjt,SltZqYQyPuAUlEQ,smmCyJBAGqIxptJ,Male,Male;Female,Not important,Nursing & Health Sciences,Education;Nursing & Health Sciences;Honors College;Fine Arts,Somewhat important,1,3,Somewhat important
