name,Email,Birthday,Nationality,Classification,PhoneNumber,Major,Gender,Department,Interest
EJpmTCmNatKwTdC,ZPhfDqFtWPEMlZT,cpcFbyQwwdqnPAd,mSXqqzcVyarnSqP,TqXeXItpAHeQrMj,LFwjmsVIxveIQxf,DqqtYMwPZQqmtMc,Female,Female,Very important,Education,Education;Science & Engineering;Business,Not important,1,3,Not important
PHkcoBVfwQTWoda,HkYAgzRNAQFOwTO,FmYQdHdzXguBCad,oJQxSfBxXRZNHcF,HOBDWBJTqAbAsxo,IjKdPCzPcyHRjrg,URnJdbCQeUHHZPo,Female,Male;Female,Somewhat important,Fine Arts,Liberal Arts;Education;Nursing & Health Sciences;Business;Communication,Very important,1,2,Somewhat important
JVyFWlEDKrSqOxp,MBQhZZVWUHzzMnF,GvlXItuGnfnLZle,NrMsXSrzajujFQD,HOYAZpRemoNvTiK,CATBChlWOwVhrJH,yKHTcQybMJTaHyI,Male,Male,Somewhat important,Education,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Somewhat important,2,2,Somewhat important
lYhjxwCnVFcaRRA,eRaNHSkCjQFAKjK,lRrPOSarGlOGSJJ,MbvBfJDVlBnGmRK,PiiTyTerNvBMbAY,sECGUMElpiUXhed,txjgpvxlGiDfeyG,Male,Male,Not important,Science & Engineering,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Somewhat important,4,4,Very important
VQXMEcLvCIlPswA,sQeQDTOsDGfPcwC,qtaclgHcAKjRvGm,nLPZPbYduzkeody,BhSZBtZysFBtDeo,bmzzKwXKwlXnVgs,wzRrXEcpBXKDTsq,Female,Female,Somewhat important,Education,Fine Arts;Business,Somewhat important,2,1,Very important
lkCUmioLSXpbUYD,IzMoMhtGmuLGYvK,hkjVnugUKwJbvJI,wjnaoXmMpFyAdSX,OoCGSCbkSzNksdw,eKGTRSYBWKoOliS,VFfXAbVQHoZWQQY,Male,Male;Female,Very important,Liberal Arts,Nursing & Health Sciences;Science & Engineering;Fine Arts;Business;Communication,Somewhat important,1,3,Very important
BicMhzbeYntpLVK,UXpzrgEjKakFIwz,AFwUqMTXOTtApEn,ftnWMvRDZmIxztQ,VjIsxHLPegYjooT,oVNdwGGcHDEITpW,EYzxlPMNVQEqEuZ,Female,Female,Not important,Fine Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business,Not important,3,2,Not important
uXFrgVGAYwAiIIp,OZmgnrVysvGaIdM,qZKBPwJyVnYvqwj,WpkOCqXcJDUpSDU,LdANYPOgYKXwHZs,mFWGqUuUzjRbDFe,mCgZfowOyCAPEAP,Male,Male;Female,Not important,Business,Liberal Arts;Honors College;Business;Communication,Very important,1,4,Very important
xSoOBrwttxRaDCp,iccyGCcgzbatRXX,YSZYayAyCvkgruy,pQmPWOPGNxIIgxr,KKslpNdFmBsPkou,ZTHMGZfHMOgFTUz,KJPvNsKRBIwvJjR,Female,Male;Female,Very important,Business,Science & Engineering,Not important,3,1,Very important
RkUotYaBapqDqjZ,alxnOwxvEDnKDZO,RSzlXkYnGnzgRFK,WuFxvoJSmrfeqfQ,MKeNSSgIIluePMD,xUQlFNCOWSBncCG,cZgFeEuxUkXNaWj,Female,Female,Somewhat important,Liberal Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Business;Communication,Not important,1,4,Somewhat important
HosvQxMaLQgUsNc,NQEyNWSIkUbjluy,VGXunrDfPlaGqej,QYYXHLZbJaUdAud,zeUTTpzaaGLGhNV,zGxkkqLeDBVrjYs,LAdxObDqpMQeINw,Female,Female,Somewhat important,Communication,Honors College;Business,Very important,3,2,Very important
pLjkfbmXjiUUmfE,KXjZMAouaheOEol,ZuEAHANreSaOqax,zpAMTIIVuPTWOwa,KgLyEBvNasfDXrr,QlQYiwEyzUsELSf,xPQyIMYJJuWnxSr,Female,Male;Female,Not important,Science & Engineering,Science & Engineering;Honors College,Somewhat important,3,2,Very important
YZyHNaBFVEfERhS,xqJVOrOGYduSvJR,kVjXzmleLnjgNRM,KuHQesMNDMgPXuG,FpRgEhZLprqcCME,eMmxtaOelYNaeph,GEuiGIgQnGFhBYf,Male,Male;Female,Somewhat important,Education,Liberal Arts;Nursing & Health Sciences;Fine Arts;Communication,Somewhat important,2,1,Not important
HsWOTuthWxtQkBJ,lAlkLHJixbuMWHb,VoxMAOZLfPvhNzx,EDtOKWoKxZvuihZ,kfhRQQPLgrVeTdE,SwbVUDSmteLsaas,kULSAKWGmYKawdo,Male,Male,Somewhat important,Education,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Fine Arts;Business;Communication,Somewhat important,2,2,Very important
kbkBGOyNSFZBVjM,ebuveJHZvRSSekL,CezjBKjzevHHbCn,FGdKrfpAjLdCPDj,THkvayQuXynnTIi,faMVeMvjMAMFJHG,HWjRTdyAALFOeHA,Male,Male,Not important,Science & Engineering,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Communication,Not important,3,2,Not important
sRlmCDFWndDwLOK,ScNspKjTHgOjiCq,qKjEzPdyBxOppBW,TIqhFdERSkoDptX,ylHBIBlyccydqSd,pQqaOszVswVqsOE,jogkvAsoAUjnAXl,Female,Male;Female,Somewhat important,Business,Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Communication,Not important,2,1,Somewhat important
DPJoVdXgJHBYIaB,sCHaJIlPUMIwyCm,TqqZuLpqOTzsglt,DogqVmmdiYZiDuu,oxlVFimOoLjjWtj,HluwBpKcVEVEPSs,onDdfzbegmEoEUy,Male,Male;Female,Somewhat important,Education,Communication,Very important,1,2,Somewhat important
RkHGwBokYyRgIeb,BTXaSDusVbzJHht,RqdyiFYwvQUGqGz,HAvNgFzAxNBWkau,NNxYwrKEVFuwgfR,rNjuWcQFidkZRLb,AwZkLYwMrhSxjHz,Male,Male;Female,Somewhat important,Fine Arts,Science & Engineering;Communication,Somewhat important,3,4,Not important
yaPbQYyoxAAqDWk,oqsVTAbnfVGRImE,AFscLVUUSAffzar,TraQaKPgPBUmOqO,UdVCkjIzLnTaooK,HMZbgwTunBtSMSa,KdZCcObfKtGaIcJ,Female,Male;Female,Somewhat important,Liberal Arts,Education;Science & Engineering,Very important,2,1,Very important
rGjPJwbWcFuQirK,lIPZscGpsSbAgUL,VIlXFtcZPndFyxK,osRypHJaXPyGphF,OMExdrkjmEcNheB,HqOJiigpzILOwZL,KLQsBJJSxBzYssu,Male,Male;Female,Somewhat important,Nursing & Health Sciences,Communication,Very important,4,3,Very important
LEKgYzSTsBCbKoG,TmsGLobNlCltCtg,VUtgbgNeAVuOMfI,SAfQDoBoflcRTEY,xEpUVoykSgQlWTp,cTdASzmoeJnuhaR,lfTHjZGgyjiiwHi,Male,Female,Very important,Fine Arts,Education,Very important,1,4,Very important
hQaCDLKyeABZfiH,bQsgjuctimbphJu,nNsYEnXfmFeJrFx,gPZpOjlMgIPtRil,SoqCJxTAqpLAdGC,jggAdhfZZXbbEUA,TSGYEkoXgeKcWPz,Male,Male;Female,Very important,Science & Engineering,Communication,Somewhat important,2,4,Somewhat important
MFmrAHvaUkclFXx,aalZleGNObkKfmO,wBhSxUXjbaPTUcJ,fnzmLdoQnSLjGgC,tQkAHKluyirFsak,xNEqEEJCqJzsViX,UKkTwuHEKzUIPmK,Female,Female,Not important,Fine Arts,Liberal Arts;Education;Business;Communication,Not important,2,4,Not important
dmaGZmOsejHZYGd,yfrwrxJeutmMRdH,EfXTMpMrXhbxobb,INzYMACiRveklFq,qsWfOtqQbTMlbmL,YWlSufpPyapaGBF,zEzcWWGtuufxlMI,Female,Male;Female,Not important,Science & Engineering,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Somewhat important,4,4,Very important
ZbKowVMXqBlcsnl,xmdPqHQgtQmaekq,scwpCQBQQJlmrkV,lcNZJjLLFRAJKRU,EqgRVKxgsSdOjuC,YYTNLjVXFhgPvHl,CyxBQCalrHMJDeH,Male,Female,Somewhat important,Nursing & Health Sciences,Liberal Arts;Nursing & Health Sciences;Honors College;Communication,Not important,1,3,Not important
vJVxurHFaJcDYYu,XEhAxPtASbFrgqb,aoepTdoukdIZNcj,vnJfbsdzyLBtoaB,uKdqOSagZpXSvqV,ZbNYMozcxBMgKQu,NdtiWxmAnkxFCJY,Female,Male,Somewhat important,Communication,Nursing & Health Sciences,Somewhat important,4,1,Not important
UioaKVYDWnnzlEM,caenlgtYYTksfaa,PYmHrDInraGFSxE,lRfBEDMUQtexyta,OpoMLYziDzOvrRT,NYXoAgLYzUzxomY,VQixCGaeSMEveuk,Female,Male,Very important,Honors College,Science & Engineering;Honors College;Fine Arts;Business;Communication,Not important,3,1,Very important
LnpiOrhTqYuMwpi,vuLLqPvelQzymXy,XIUSZNbHOJyMCGH,xyVFCORamQlHGqk,JKkZdwIFWztYzKf,SuVkeCrqNeTMYdg,NpOWqbCPkSRjIZb,Female,Male,Not important,Nursing & Health Sciences,Liberal Arts;Nursing & Health Sciences;Science & Engineering;Honors College;Business;Communication,Somewhat important,1,1,Somewhat important
exiTfNjJePgERIv,DViJACgkRObarRA,mskLwIjolsphiVd,FCdrVhWVsOezzEZ,eIqmLuviqGuIDFS,TARpUdptjcTpKGR,LKMpkvoOOjQaGwq,Male,Male;Female,Somewhat important,Communication,Liberal Arts;Education;Honors College;Communication,Very important,3,4,Somewhat important
BHXZpuGOjhEqcEQ,oXfiNoTmYxarpFj,bdWGoAndneriqVw,EmYruMENVoJjuhM,igKsOETusemxHMw,tgHMnDZHniDioVb,mTriqwYICAceniV,Male,Female,Not important,Liberal Arts,Education;Science & Engineering;Honors College;Fine Arts;Business;Communication,Not important,2,4,Not important
pQQTXfsxQHyAUho,EOBWvLEoRApVOyt,nrEziySrxRkQPaZ,oCmFwDNnPQZsZHQ,mfMNzWTEGCXyWjD,sgJyxWHGTAgQWZI,LXaXAdNAEZxsgpa,Female,Female,Very important,Business,Communication,Not important,1,1,Very important
NFScuQWEoNvCfmS,JujajlJzhfYrixL,XsFQssNhfgQevPK,dqlruzIkSbptSjV,UszplJoGUwGcphc,SLSvVdjDmGwqRsr,pcCKNOoASUimMzS,Male,Male;Female,Very important,Liberal Arts,Liberal Arts;Education;Communication,Somewhat important,2,1,Not important
vMhOyrepyNOyKLT,FjDbgcCbImvbcUd,XWPPEwRWeqOniJa,ZUfgayJGYqmJozF,YxCtAyOfTglndjz,ojVBOKFMRkkpsyD,kNmRmUAlZCPRItp,Male,Female,Not important,Nursing & Health Sciences,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Very important,4,4,Somewhat important
kOlPSfObnDOtlXb,HzExdmzpxRTdzeD,hoTwtimhksprpHJ,nkKuAVrYtNmbXwz,DVOhPufKxYGoVaQ,SjdZJVIViLvmPSH,KmeorXerWZjmBaq,Female,Male;Female,Not important,Honors College,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Not important,3,1,Not important
DJhMRUjgwTaMiwQ,HzwTayWXcpvqlgs,lDKQGAGlUUmBMGK,liriqjkXDIkkiyi,dIrkTLeOfEelrjh,DImdztwAjuonoLe,zhbrUSJvqgdDLct,Male,Male;Female,Very important,Liberal Arts,Liberal Arts;Nursing & Health Sciences;Honors College;Fine Arts;Communication,Not important,4,2,Somewhat important
zptfxZutqDuvdya,AUMrdQcWUXOKcJy,olrdiEkqBkGVUDp,njMrpOlQuSnzDEM,dUsGBQpePTbyWjw,yoSrMiyGFWVvOou,BfUUJhOyiYGZKVY,Female,Female,Very important,Communication,Education;Nursing & Health Sciences;Science & Engineering;Fine Arts;Business;Communication,Very important,2,2,Not important
VfbrcNraVLCOfrD,fQWyVQdWxhySFyg,kDZitXRbixJziOm,csHMobEEpMRSApj,VeZnlICjCjdNleP,xyluVVdzMjjuxoa,DvTGqdHJUGynGHD,Female,Male;Female,Somewhat important,Science & Engineering,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Communication,Not important,2,4,Somewhat important
WlCBnnslSPEwtxq,zjQuEIuOYtGScNZ,CvtDWZrwKFwOXfV,hheuavjMgtQVDYz,sKcjYODusZPlBAD,ohgYeuxjzyqARBP,NwcyRDeewFcSlTq,Female,Female,Not important,Business,Liberal Arts;Science & Engineering,Not important,1,1,Somewhat important
BDeuBOoTwyFBKRA,ZWTaqbljICmwlzg,ptSsXVxiIljlrPK,HyekqtALflIqsfv,UMYtwejSMWsePpv,VJOvtFXKHfVmcGb,TyYWoUvpBqljYoF,Female,Male,Very important,Education,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Not important,4,3,Very important
btNWgIDsaLVFBxY,nHNmzCrlyoWDWmg,JdNomTCMpAcwTBX,HKFZzhxSzkljoMw,olPtItwUeGiSgax,DzEuKVavlqLWWwY,wdohPPThvHfnXyn,Female,Male,Somewhat important,Nursing & Health Sciences,Liberal Arts;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business,Very important,4,1,Somewhat important
tKwSyDUHwYGtkFi,VlalekIFKNHIsfv,aKLVFyynQKtaLDq,CnSGpCLECezmCUQ,RyiptuJRchGIQsJ,nyiNHUCpZuEZjRR,OxKbzGkMJjtWCTX,Female,Female,Somewhat important,Science & Engineering,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Very important,3,2,Not important
XmrdPIDSipIPUei,TuToVDhVYqgLCLu,AZbHocgZJgTecCo,uynLpJIEYFKgqIA,IjZBFDAtVHvJhRu,qfqsbCUjOZkAntH,XSuxKQaDpFNVQma,Female,Male;Female,Not important,Fine Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College,Not important,4,4,Not important
qNkmCYFfsCAqMLZ,OYbiluexLvcwrNs,pDHcQDoGosJGGxG,tXRXvnRjkJHDYsU,QWLjrcrLwDKDZBk,pyRmuZraDRizxPV,ApoWVyUoSPAvdaf,Male,Female,Not important,Nursing & Health Sciences,Liberal Arts;Nursing & Health Sciences,Not important,3,2,Not important
ZGfUJDqgDXPufMo,ntrHFhwHcymUVod,OlOTOWAOvNsUQcA,HkaiCdLqpPIsbVB,zmwesygKEhwgSAD,NGrELltBLDkQNEU,FbRmFkgolVUNDGm,Male,Female,Not important,Nursing & Health Sciences,Liberal Arts;Education;Nursing & Health Sciences;Business;Communication,Not important,3,3,Somewhat important
NryWihUdXDIIkGL,MjWySWSLasNyAIp,neIafdcGvNMehBX,RreEaJSOTckRack,MXcmGfjPlKcKGYt,vuYyXTxfMcWUqSP,WjUWoaOykeQRBtm,Male,Female,Somewhat important,Honors College,Science & Engineering;Business,Very important,2,2,Somewhat important
yyBcQXGeYFldzvA,JPFqpWFatjQWrCt,FhKWquUieTqLZht,YEFfrdaQeDJYZPT,YaCQIkoqnXlbUYy,tpDNhSnGRNYqzRW,UIfrMnKcuyigDjq,Female,Male;Female,Very important,Business,Business,Very important,1,2,Somewhat important
HJYQtDmEoUZeNAr,wRDpDUIQmyDxYga,xoEERbnppoJSQKa,oeadglvMSSvVQeT,SrJmFupwMfpgDvB,nNlvVtksqoUforo,OULBOvsnaQhvtES,Female,Male,Somewhat important,Education,Liberal Arts;Education;Science & Engineering;Honors College;Fine Arts;Business;Communication,Very important,3,4,Somewhat important
ZbQMRrsIoXsDwPW,zTjjcTKlApNKLaX,yGmsenvUXaxpYIj,NbdndYoPLVEQPHv,umfsKkmbPMWaePD,JMSLzOgsBZleWGw,aPhBfRsAuIYcXow,Male,Male;Female,Very important,Communication,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Communication,Very important,4,4,Somewhat important
godCoThTGrUyKLu,cQwHMWXqMzQAZkG,lHqRKFlXJixdguf,tShNJwhUgzCyHcT,gaBILdnbZxARqgL,ixMzkdEvHcYlHVk,hNWcZDhIGJgthTo,Female,Male;Female,Very important,Business,Nursing & Health Sciences;Honors College;Business;Communication,Somewhat important,4,1,Very important
VuVgOZkiWDkbtaH,lzeucjcTUBlUQRW,XVbqIgMsLbPMcyO,hFvaToMWfiwzcac,czvIwTZJHxzwlLK,ujiLuLkdmwAPiba,fHYXvTHfQxnXQFb,Female,Female,Not important,Fine Arts,Liberal Arts;Business,Somewhat important,4,2,Very important
ulrIHHBLoJipQam,dTaKZInrWgSBOyc,pMTtKnAoaFZArsB,NGRgCyTvsRhDizO,lrupqbTyoVHXLKu,xnmOZZWojcnfPZS,pUpdHaMgKSabRki,Female,Male;Female,Not important,Honors College,Communication,Very important,1,2,Somewhat important
jCIPncDSQchEwPg,bOZMtKDxSEcXOjn,tZMLazodsaWFKFF,SloCOHmErhtZuyX,kRHjCKjkqpatdSx,cJDauUgziFzeGTm,WlsrGNAKhwrnOUC,Male,Male;Female,Very important,Honors College,Science & Engineering;Business;Communication,Somewhat important,4,3,Not important
HQvkYzGaBxwILqa,bcwhvigzILmtSci,WUoEvbFECoLVtji,XjWBDgGNoVqaKcN,xPOINXkGRsdeFvP,zuoiheTSAdmIWYu,kXXDodXFWJRhBfs,Male,Male,Somewhat important,Honors College,Education;Science & Engineering;Business;Communication,Somewhat important,3,1,Very important
vCjGthcMTabLiDb,GrnVaTnsdjItZFm,bBCKGzETPbaJmay,nYJXrMVRsKmzCUr,hSOomqnoNPKkgiq,wudkLOBbpylLoVO,EBnrPuposaRIfVO,Female,Female,Very important,Fine Arts,Liberal Arts;Science & Engineering;Fine Arts,Somewhat important,2,4,Somewhat important
NLsOhyYkcgtClLv,TzTlMDAajOTRYfI,SsUdRJBZcrKNaMK,heChvUzQcmotscc,YhACxxrtYTeTPMn,cDfaArLuMORFNEf,LUtgsexTUcLzPYN,Male,Male;Female,Very important,Science & Engineering,Liberal Arts;Education;Science & Engineering;Fine Arts;Business;Communication,Somewhat important,3,4,Somewhat important
VKcFDRqZjXmoqMf,IUmTlSeZgVViMXP,bkFgZaDcKhuPgLG,KsaAvBxOwxgBWyx,cKqFsYgNAOpfhBT,wzJMLrsLsxhKGrd,KDCXVHCorRsrrww,Female,Male;Female,Somewhat important,Education,Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Not important,3,2,Somewhat important
NTnvosVMTciVORd,PqoFKFIkhIeqRKx,IuQvdXqEstyGGqg,GkpjmpBjfhNYbZs,KnTuZHCPpiVMYdW,RMwfRkwzNiukAhU,NqucuLbkSwFsEQE,Male,Male;Female,Very important,Education,Liberal Arts;Honors College;Business,Very important,2,3,Somewhat important
XmbvNMNWVDzlJbJ,pgvlXUoejNNfzwI,OjauvMPuWgrVmRd,uChFJfQjjYNQYjd,qxGMvwsUakOOxug,CbYQWoFNmwnlsGa,bQIvoInzfhkXEHV,Female,Male;Female,Not important,Education,Communication,Somewhat important,2,3,Not important
OSKMfwuGJqQnawp,jYTlQAZRBvkgYNW,uoxdrnjDNmBYTXZ,vdpVoUigtFwIJGA,cJpgDopKQSlmjdv,vqtBnMgZsfWaZeq,gKVpUjhkIoftfLV,Female,Male;Female,Somewhat important,Liberal Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Somewhat important,3,2,Very important
RqumLwcJwbbMHcZ,OPFRRPMksNWfUpR,rVOccoZFTVVUkRq,WancGwLvcjRxSUI,lShiqPrNlemlbsF,UJrxWiEOJcsSGvn,MGDmNIVWYgIfGjt,Male,Female,Very important,Science & Engineering,Business,Not important,1,2,Very important
kGWWIdbSrtRecxa,wifcBtwrFJevjiD,jnJBfBUVRGTZWCD,eaCLQgKSjxUaWRk,UNlGQLQfnQlKXeo,fRgLVMIsAsOePhS,TeOQCyFtAtqlSmm,Male,Male,Very important,Nursing & Health Sciences,Liberal Arts;Education;Nursing & Health Sciences;Business;Communication,Very important,1,2,Very important
oXFLHstAmBtdHsE,vfObLiHcysHSDsD,GWCRqXJrcMznLcu,tIScMVlRVxNLlMA,PfJjxFCRRSCGISf,lNqOcrkaMmMqRoO,aKIPRGbfHeCCgaJ,Female,Female,Very important,Education,Liberal Arts;Education;Fine Arts,Somewhat important,2,3,Somewhat important
DNEdwmXhpvZmHAH,BNwOSvzTWFkeFAt,fgUZYPZLafGfehH,QogNqwpHVMxLXtp,WVsTcsiriAVxFXL,qkShwLZvkIGgJWx,kHfuUwwcYSVBHve,Male,Female,Not important,Fine Arts,Liberal Arts;Nursing & Health Sciences;Science & Engineering;Honors College;Business;Communication,Very important,2,2,Somewhat important
tgBidOFMJmHNMWr,bWsZFVBBMXIhPPe,bNrOlybxCyrGFeC,RVUTuJgXCUVfSCY,tvSBifSWCjVjdor,QLdHqFPVQzrbbia,fXPYmUXsxIJlzOC,Male,Male;Female,Very important,Liberal Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Very important,1,3,Somewhat important
gUSiRpbEbdOWBnX,xrDGCJwPWpmmNeq,pMvYTMisawwnHEu,ShBmIMYFJhfOYpq,uZeMMECsnwDytJu,txrBoHkRlCjkaba,dbajQQmxtRRbTPq,Male,Male;Female,Somewhat important,Nursing & Health Sciences,Liberal Arts;Honors College,Somewhat important,3,4,Somewhat important
rfpOjvVzORPWegh,QZuxJXBfalriWWj,SMHUMXVelOoOAau,cGolgYNoZjSGMva,JOKvdHjStGmsbUv,EltqmpKgbFcDaAG,FkapNCwOCzHTJWJ,Female,Male,Very important,Fine Arts,Business,Somewhat important,4,3,Not important
NYIdvowLSjjInyq,YQUcqQdOfFvWhJc,krkjpoppjNrciGM,hvuakYtAoOhbebQ,VxnUSTyaFhdvLFY,kfYgEFNmuhaSxOV,bFBCqOjhlkgkRXO,Female,Male;Female,Not important,Liberal Arts,Liberal Arts;Science & Engineering;Business,Not important,2,1,Somewhat important
ICXbAZyCpShGYvj,XvdxBybcNVHLSeP,ObuFQIjVvNvbizx,AkLhqTOMKvDOPmw,INcFLWqIYTsgNRH,NEvTSnZpWTWojoM,dIctTMLpOMSzYPC,Male,Female,Very important,Nursing & Health Sciences,Liberal Arts;Education;Science & Engineering;Honors College;Fine Arts;Business;Communication,Very important,3,1,Somewhat important
BdSvAGDqxcfOpnk,XocsxNQmvIjZTWM,LKXoYzhXiYovpym,xeSBcEMhZLyzxNt,HNpWlQiuhhwAjcd,VHVaNIzUtzEvkGn,iDhxwutjkjqpsCR,Female,Male;Female,Not important,Nursing & Health Sciences,Education;Science & Engineering;Honors College;Business;Communication,Not important,4,3,Very important
