name,Email,Birthday,Nationality,Classification,PhoneNumber,Major,Gender,Department,Interest
jWhwxbiXIeQkbEA,DhrRxjZakRcSeyZ,HNEnMwmWYsQuFsj,soDWJTMdUlBDOGY,LviMKMLcJQdSLyF,SyJvVFJkibIcHQc,hkhRISsdQXlhgoQ,Male,Female,Somewhat important,Business,Education,Very important,4,2,Somewhat important
PxIfIuGsTwzvXOZ,nwQrNdLAmHConAG,kbsdeiFLzIFZNjC,JpbUdILIemmOJEk,HJQdyzBKXQnsNoM,zGWaAzLaxpCIScp,syGYPUHlcChJcEC,Female,Female,Somewhat important,Business,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Not important,1,4,Very important
jezFVUqJcjOVvxY,wnOgUqENHQkGyXF,vEltMMrASXDzPYu,ArQxaRuKGViahsA,ikGGkIwrNUjHWYL,HDUHPRnVoQeLvkk,RnKnNPUXteyOJVw,Male,Male;Female,Somewhat important,Communication,Nursing & Health Sciences;Fine Arts,Somewhat important,1,3,Very important
mifIEdGNnrIIIDY,yJVCBbeILiRMJku,pJcIKBiBCvcgNOw,auJCQHjENgXUylk,ltbclZEtvEgExGX,ufTTHPIXTADhvpI,mBUKDaSOcRHosKG,Male,Female,Very important,Nursing & Health Sciences,Business,Very important,4,2,Very important
QcGxfJniWhPQwVU,WEVzIMzPiknnOLp,DgwcCNPonozISkN,FOkBDXdkHAmheqI,snqKAUiYYwxHTyw,VKFCXbrxyTefyyh,JXOARZRnqMUukQc,Male,Female,Somewhat important,Science & Engineering,Nursing & Health Sciences,Very important,2,4,Very important
pegZXgMDmifOfwC,UUDjNAolWhibpKT,ZftGrxAtSRXyaua,STmFUSLregjzhea,AadOkveZjngoJfh,IOhNoesIxdmLTwT,jFsMNjgCZcBjyiX,Male,Male;Female,Very important,Nursing & Health Sciences,Education;Honors College;Fine Arts,Not important,2,4,Not important
gLRDxfUlAQkaqdU,ZlEAkQgwItBsiqT,WrBVeDjonhppGSM,yMlqyLVTMSpOhLw,uprljOVqCQIKQme,jdjIuRosMvnczKR,zcXNYoGTlNSbZSB,Female,Male;Female,Very important,Education,Business,Very important,4,4,Somewhat important
DnoMdLWgzimDIQN,FGXLXKEyPoVjLgX,SeGWQZtOEDNvEql,OUcOHOKfBslrOym,RJkYTTEtkzMLzMP,ltDelEgxXzqkyGa,DLOlljcxyrxCBoq,Female,Female,Not important,Fine Arts,Science & Engineering;Fine Arts;Communication,Somewhat important,1,2,Somewhat important
bkVvOOavzVfhtYO,YDLDZShEsqWVKwZ,INXlcJoNlFoYJwM,eTRsplWpjKwqygA,nkqlUsioxkVmnuE,HBMqvjjMzKagRaa,cTosNDwXycWxgqY,Female,Male;Female,Not important,Liberal Arts,Education;Business;Communication,Very important,1,3,Somewhat important
TxguTBlcIUbEmPV,RoOzTSUTBYkuPfe,MXJJYeJDlbeDDLH,GhYDNDPcbPMLutq,vLqlcmxdhKQMjWb,lgBkpdXRDBndanv,JiQtGjFdLCSidYr,Female,Male,Very important,Nursing & Health Sciences,Liberal Arts;Nursing & Health Sciences,Somewhat important,2,3,Somewhat important
