name,Email,Birthday,Nationality,Classification,PhoneNumber,Major,Gender,Department,Interest
CtjbkzhvGRnGdkF,qhggOBUCoYeNMRP,YbeVIvGLMRGjKXS,rUvaqjrkVRbbIdW,XWwqOqHrYhCuleq,pDkvcDNqpFayRoo,ydRjfpGWqDNfjVi,Female,Male,Somewhat important,Communication,Honors College,Not important,2,1,Somewhat important
zYBeFaziJblaHdK,OMOEFrLHnagUgTt,XUpwwFUrRoWbcyK,TlVdfnqFCErulgT,mYnDJhcuHkkXBKM,kLkqEdSWCBnhPfq,BFbVYFPRjYfwRSw,Female,Male;Female,Not important,Education,Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Somewhat important,3,4,Not important
xfaYBBLxYuVHQRt,WZrChrHoyhElmcY,JxwYpDbpiHbLrFW,VODCGbFtzPWkQYs,UOJlPNnBGLfttad,kbzhQaAzuiPYOvH,ecRQWimfieLqsAU,Female,Male,Not important,Liberal Arts,Science & Engineering;Fine Arts,Very important,2,3,Not important
pugYVohIeAHCuMf,gaYMIFtFbltVrio,uVqGrDaSpQVnXch,JJKiHnAqKVKbHnt,xODjjzrJHipETqu,boHzUIQdXpTBnaw,eXjmZatWpxLxylx,Male,Male,Not important,Fine Arts,Education;Fine Arts,Not important,1,4,Not important
JUuaAVwuPBHcTVc,vOyvgPIQHeAMZjr,dmHbfjHKsIiLrYs,BBYZmVXjHFaiDTz,DIsRCTLEZilvfpV,gjeeDYapctKZQkp,hsEOGHCiLqKhBaR,Female,Female,Somewhat important,Communication,Liberal Arts;Business,Somewhat important,2,1,Not important
BcWVvuSSlPGFbvw,yECblyEAKmfkNIo,iKAtVcruDzeSqCC,UBwOuFoPTtsZxRx,aBrFxJlDCaKpaSU,yDRBcVsctEuXuwl,RwMYqSvYMJVvgTb,Male,Female,Very important,Liberal Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Somewhat important,3,4,Not important
VGdsiqnOVntcMua,YjJdvXVUNesjeBT,UoWqUSOiToBxLbI,ISqeesWgYdHvpoI,wXjSEdcZggJApsG,dnfTJqUmfzkzHrd,maoDkwfNJQBwvGE,Female,Female,Very important,Communication,Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Not important,1,2,Not important
jeKrRNLpaMMggOM,FstzkvJHtXLUXHL,tPpOHifjnOksQsL,ZNMjjkCfCaRBhlr,mHSXYfDUmKBsuPF,vvwnCQHrFdvFJRC,BPDyVkhCnVqFspq,Male,Male;Female,Somewhat important,Business,Science & Engineering;Honors College,Somewhat important,4,4,Somewhat important
eJjMIcFBGxgYdDl,hOWmNqUxlWToRgJ,PKDpLnmLrxtAZzF,KlHyptAQeDLDBWr,dmgzWrtwwbdHVOs,HGgxaeeWJZSRTSO,DUThbKspcTZUKpO,Male,Male,Somewhat important,Communication,Education;Nursing & Health Sciences,Very important,3,2,Somewhat important
bnBKkQJjugAtzXh,ricAetODSadziEe,lLDMnnjMTsWkWHa,DGbnXvQXXsRgxff,BeNzDgMNGMGjWWd,JbMEVywEucMQiLy,DRONDJtWedbJMDf,Female,Male;Female,Very important,Nursing & Health Sciences,Liberal Arts;Nursing & Health Sciences;Business;Communication,Very important,1,3,Somewhat important
