name,Email,Birthday,Nationality,Classification,PhoneNumber,Major,Gender,Department,Interest
HuKZEhWnEbtXcYT,HONTDpJNATkbDkR,VWXPdEPyHHfkIFD,zbRHPEUJiGSihbH,dMSkhgilPYygxpD,ScPKKEhRYcmmSnH,KfVonyDwubuzllQ,Female,Male;Female,Somewhat important,Business,Liberal Arts;Honors College;Fine Arts;Business;Communication,Somewhat important,2,1,Not important
FMHmxFZlgUucgem,fSfPufDzxvCBNAc,jMBAvzZtTkLcIRn,zvaAytPBGeUjVUC,yeTLRKtggdbVZJS,GFLRfoQQcsvNaUF,ChUbvAAapZsCvfm,Female,Male,Somewhat important,Fine Arts,Liberal Arts;Education;Nursing & Health Sciences;Honors College;Fine Arts;Communication,Very important,1,3,Somewhat important
InHSoAkvYDuFFgj,SFFpikFyoBPxGDt,UcWSjiEVNhZMbDD,BzMWMauefLsGfYZ,DpYVlkbbxUyGLwI,SiDtTGRLWNKNKGE,ontieOzeYcCUown,Male,Male,Somewhat important,Fine Arts,Nursing & Health Sciences;Honors College;Fine Arts,Not important,1,2,Somewhat important
ntJHTUDGEccUfgI,OBzfSIdROqLIFsw,sjMCRazSuwMjwig,cBSDEPIjATKJzwv,uhnlFAkpfPWmVVv,sIDeuSgAHCFooZG,GlGWSVdQHWmTyvH,Male,Male;Female,Somewhat important,Fine Arts,Education;Nursing & Health Sciences;Science & Engineering;Honors College;Business;Communication,Very important,3,2,Very important
MvFavSfLXqtvHYl,rpPjsJINKUOsaFF,kNtFoXPdMplXUWm,iNzzMRDmJVkPeyP,UiBuCAMfOUroDMO,lWYkqiNcwfOlvtj,gujuXYSkuwqBKDA,Female,Male;Female,Somewhat important,Fine Arts,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Somewhat important,2,2,Somewhat important
ETGlynhJVscbMmM,rcVAUxZoGHriJvc,ipOBFfHKdmjnzsI,VADmNVZzFmsObmP,YftAISujcPzwGHh,zSmLvWaxQKgVEzc,mUmxPUdsHaEhEyn,Female,Female,Somewhat important,Fine Arts,Liberal Arts;Nursing & Health Sciences;Fine Arts,Not important,2,4,Somewhat important
fPbSNmgRWbLPiTM,jFOjQqmiNwbGnEs,TMqmQwILDbyTPeL,cCayXwITElupKvR,wYLYPhhoyDoVKbl,uYkntQgScXYRXgV,ClSaXzGaftETDBW,Female,Male,Somewhat important,Honors College,Liberal Arts;Honors College;Business,Somewhat important,4,3,Somewhat important
enakpDPsbIxPROT,ptPrynEHaJoItsR,rPFvuTKxrbTDcSU,GusjTtwtwDIEXvJ,SfMRKigrYahGsbD,RHDhbxsisdFXhqC,ZklrIESYraWJnDE,Female,Male,Very important,Science & Engineering,Liberal Arts;Education;Science & Engineering;Honors College;Fine Arts;Business;Communication,Somewhat important,3,2,Not important
ZReDSyoKmwbDmMX,rAcfXvimRYStFfE,ukVCYWjVvSdZQIW,kOmDrNSaIaBWUyJ,xMetcwncNcJbXxx,YGiApUXBgaYyICQ,rpyNOApqpUYtZjP,Female,Male;Female,Not important,Nursing & Health Sciences,Nursing & Health Sciences;Science & Engineering;Fine Arts;Communication,Not important,4,2,Very important
iOFvdDgvEFBlYdM,BTAnbZRthSnRCoc,OEggvDwSiDItaoZ,BAKKIEcQWGxkMVH,biYwMwfvjVrtSkM,ZDdDeVtjQWJCezi,KqbtnAvFTOxPIAq,Male,Male;Female,Somewhat important,Liberal Arts,Science & Engineering,Somewhat important,1,4,Somewhat important
aelIAkkSnyZMgcA,LOMEaZUdbtYlEnB,QTEWzwESDyulRWS,SNfweIFTgRfLVSC,WOOXRxbZMsnFNAS,nLGSWrdfQphuHDP,NtFLEFXUFPXjkMJ,Male,Male;Female,Very important,Nursing & Health Sciences,Liberal Arts;Education;Nursing & Health Sciences;Science & Engineering;Honors College;Fine Arts;Business;Communication,Somewhat important,2,1,Very important
TvSaJTzCanuiqyi,DmmjHDbEjUAtqtr,UZpNcpRImZsOZHp,KvhhFKeKEJIyzHg,rRStroaLDyLpcZf,IssxJCstYvVaUJI,paZhPxzJOAOVbjU,Male,Male;Female,Not important,Honors College,Education;Honors College;Fine Arts;Business;Communication,Very important,2,3,Not important
